category,description,nutrient_data_bank_number,alpha_carotene_mcg,beta_carotene_mcg,beta_cryptoxanthin_mcg,carbohydrate_g,cholesterol_mg,choline_mg,fiber_g,lutein_zeaxanthin_mcg,lycopene_mcg,niacin_mg,protein_g,retinol_mcg,riboflavin_mg,selenium_mcg,sugars_g,thiamin_mg,water_g,mono_fat_g,poly_fat_g,saturated_fat_g,total_fat_g,calcium_mg,copper_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_b12_mcg,vitamin_b6_mg,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,desc_lower,calories_calc,protein_pct_cal,carb_pct_cal,fat_pct_cal,protein_per_100kcal,fiber_per_100kcal,calcium_per_100kcal,iron_per_100kcal,nutrient_density_score,nds_per_100kcal,cws,is_fortified,is_plant_based,is_infant,is_raw,nova_level,processing_level,sub_group,main_group,nds_rank,cws_rank,nds,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium,vitamin_a_rae,vitamin_c,vitamin_k,calcium,iron,nds_score_norm,cws_score_norm,protein_pct,carb_pct,fat_pct
Pimiento,Pimiento,75226700,291,1804,0,6.24,0,7.7,2.3,448,0,0.753,1.35,0,0.073,0.2,3.32,0.021,91.55,0.024,0.197,0.055,0.37,7,0.06,2.06,7,21,193,17,0.23,163,0.0,0.263,103.9,0.84,10.2,pimiento,33.69,16.0,74.1,9.9,4.01,6.83,20.78,6.115,44.1,,44.8,0,0,False,False,1,Unprocessed,Other,Other,384,701,44.1,33.69,1.35,6.24,0.37,2.3,3.32,17,163,103.9,10.2,7,2.06,44.1,44.8,16.0,74.1,9.9
Rutabaga,"Rutabaga, cooked",75228020,0,6,1,8.98,2,14.9,2.4,19,14,0.693,1.13,11,0.04,0.7,4.64,0.084,85.92,1.028,0.925,0.803,2.89,45,0.033,0.46,21,55,318,144,0.25,12,0.0,0.111,22.1,0.63,2.8,"rutabaga, cooked",66.45,6.8,54.1,39.1,1.7,3.61,67.72,0.692,36.3,54.63,39.2,0,0,False,False,3,Processed,Other,Other,1666,2018,36.3,66.45,1.13,8.98,2.89,2.4,4.64,144,12,22.1,2.8,45,0.46,36.3,39.2,6.8,54.1,39.1
Salsify,"Salsify, cooked",75229011,0,5,0,14.88,2,25.3,3.0,0,0,0.38,2.65,10,0.168,0.6,2.81,0.054,78.74,0.935,0.847,0.761,2.7,46,0.068,0.54,17,54,274,138,0.29,11,0.0,0.227,4.5,0.48,2.6,"salsify, cooked",94.42,11.2,63.0,25.7,2.81,3.18,48.72,0.572,35.1,37.17,40.7,0,0,False,False,3,Processed,Other,Other,2364,1499,35.1,94.42,2.65,14.88,2.7,3.0,2.81,138,11,4.5,2.6,46,0.54,35.1,40.7,11.2,63.0,25.7
Sauerkraut,Sauerkraut,75230000,5,19,0,4.16,4,10.6,2.8,286,0,0.139,0.9,23,0.022,0.6,1.72,0.02,90.3,0.722,0.453,1.177,2.51,30,0.093,1.42,13,20,165,661,0.19,24,0.0,0.162,12.8,0.41,14.0,sauerkraut,42.83,8.4,38.9,52.7,2.1,6.54,70.04,3.315,32.7,,34.3,0,0,False,False,1,Unprocessed,Other,Other,4453,5023,32.7,42.83,0.9,4.16,2.51,2.8,1.72,661,24,12.8,14.0,30,1.42,32.7,34.3,8.4,38.9,52.7
Snowpea,"Snowpea, fresh, cooked, no added fat",75231011,43,622,0,7.84,0,18.1,2.7,730,0,0.592,2.91,0,0.079,0.7,4.15,0.14,88.15,0.022,0.092,0.041,0.21,45,0.082,2.16,25,55,208,125,0.28,53,0.0,0.15,53.0,0.4,26.0,"snowpea, fresh, cooked, no added fat",44.89,25.9,69.9,4.2,6.48,6.01,100.25,4.812,40.9,,45.0,0,0,False,True,3,Processed,Other,Other,549,680,40.9,44.89,2.91,7.84,0.21,2.7,4.15,125,53,53.0,26.0,45,2.16,40.9,45.0,25.9,69.9,4.2
Snowpea,"Snowpea, frozen, cooked, no added fat",75231012,53,758,0,8.99,0,20.9,3.1,890,0,0.561,3.49,0,0.119,0.8,4.81,0.064,86.34,0.039,0.167,0.073,0.38,59,0.09,2.39,28,58,216,121,0.49,66,0.0,0.173,21.9,0.47,30.1,"snowpea, frozen, cooked, no added fat",53.34,26.2,67.4,6.4,6.54,5.81,110.61,4.481,38.8,72.74,45.0,0,0,False,False,3,Processed,Other,Other,789,680,38.8,53.34,3.49,8.99,0.38,3.1,4.81,121,66,21.9,30.1,59,2.39,38.8,45.0,26.2,67.4,6.4
Snowpea,"Snowpea, fresh, cooked, fat added",75231021,42,609,0,7.62,2,17.8,2.6,709,0,0.575,2.83,11,0.077,0.7,4.03,0.136,85.81,0.992,0.897,0.79,2.84,44,0.08,2.1,24,54,202,131,0.27,63,0.0,0.162,51.4,0.7,27.7,"snowpea, fresh, cooked, fat added",67.36,16.8,45.2,37.9,4.2,3.86,65.32,3.118,40.3,59.83,43.0,0,0,False,True,3,Processed,Other,Other,595,967,40.3,67.36,2.83,7.62,2.84,2.6,4.03,131,63,51.4,27.7,44,2.1,40.3,43.0,16.8,45.2,37.9
Snowpea,"Snowpea, frozen, cooked, fat added",75231022,51,741,0,8.74,2,20.6,3.0,864,0,0.545,3.4,10,0.116,0.8,4.67,0.062,84.16,0.97,0.937,0.792,2.9,58,0.087,2.33,27,56,210,127,0.48,75,0.0,0.185,21.3,0.75,31.6,"snowpea, frozen, cooked, fat added",74.66,18.2,46.8,35.0,4.55,4.02,77.69,3.121,38.3,51.3,43.2,0,0,False,False,3,Processed,Other,Other,860,927,38.3,74.66,3.4,8.74,2.9,3.0,4.67,127,75,21.3,31.6,58,2.33,38.3,43.2,18.2,46.8,35.0
Lima beans and corn,"Lima beans and corn, cooked, no added fat",75301110,8,82,61,19.25,0,29.1,3.8,341,0,1.186,4.3,0,0.061,0.6,2.2,0.052,74.78,0.108,0.24,0.09,0.5,17,0.109,1.14,35,88,268,151,0.68,10,0.0,0.11,8.1,0.18,2.7,"lima beans and corn, cooked, no added fat",98.7,17.4,78.0,4.6,4.36,3.85,17.22,1.155,37.0,37.49,44.0,0,0,False,False,3,Processed,Other,Other,1295,806,37.0,98.7,4.3,19.25,0.5,3.8,2.2,151,10,8.1,2.7,17,1.14,37.0,44.0,17.4,78.0,4.6
Lima beans and corn,"Lima beans and corn, cooked, fat added",75301120,8,84,59,18.7,2,28.4,3.7,331,0,1.152,4.18,10,0.06,0.6,2.13,0.05,72.94,1.037,1.008,0.808,3.02,16,0.106,1.11,34,85,260,156,0.66,20,0.0,0.123,7.9,0.47,5.0,"lima beans and corn, cooked, fat added",118.7,14.1,63.0,22.9,3.52,3.12,13.48,0.935,36.6,30.83,43.0,0,0,False,False,3,Processed,Other,Other,1487,967,36.6,118.7,4.18,18.7,3.02,3.7,2.13,156,20,7.9,5.0,16,1.11,36.6,43.0,14.1,63.0,22.9
Peppers and onions,"Peppers and onions, cooked, no added fat",75306998,11,352,87,8.22,0,6.5,2.0,126,0,0.396,1.13,0,0.039,0.3,4.1,0.051,89.73,0.012,0.06,0.056,0.17,18,0.049,0.32,12,29,186,120,0.19,33,0.0,0.183,47.6,0.43,3.7,"peppers and onions, cooked, no added fat",38.93,11.6,84.5,3.9,2.9,5.14,46.24,0.822,37.3,,39.8,0,0,False,False,3,Processed,Other,Other,1174,1796,37.3,38.93,1.13,8.22,0.17,2.0,4.1,120,33,47.6,3.7,18,0.32,37.3,39.8,11.6,84.5,3.9
Peppers and onions,"Peppers and onions, cooked, fat added",75307000,10,346,85,7.98,2,6.6,1.9,122,0,0.384,1.1,10,0.039,0.3,3.98,0.05,87.46,0.943,0.834,0.775,2.7,18,0.048,0.32,11,28,181,126,0.19,43,0.0,0.194,46.3,0.71,6.0,"peppers and onions, cooked, fat added",60.62,7.3,52.7,40.1,1.81,3.13,29.69,0.528,36.8,60.71,38.6,0,0,False,False,3,Processed,Other,Other,1374,2300,36.8,60.62,1.1,7.98,2.7,1.9,3.98,126,43,46.3,6.0,18,0.32,36.8,38.6,7.3,52.7,40.1
Peas and corn,"Peas and corn, cooked, no added fat",75315010,18,648,61,16.73,0,24.7,3.4,1537,0,1.391,3.84,0,0.081,0.8,3.72,0.156,78.04,0.11,0.223,0.076,0.47,14,0.076,0.99,25,78,171,152,0.65,57,0.0,0.106,6.7,0.05,12.1,"peas and corn, cooked, no added fat",86.51,17.8,77.4,4.9,4.44,3.93,16.18,1.144,35.4,40.92,42.6,0,0,False,False,3,Processed,Other,Other,2148,1033,35.4,86.51,3.84,16.73,0.47,3.4,3.72,152,57,6.7,12.1,14,0.99,35.4,42.6,17.8,77.4,4.9
Peas and corn,"Peas and corn, cooked, fat added",75315020,18,634,59,16.25,2,24.2,3.3,1493,0,1.351,3.74,10,0.079,0.8,3.62,0.152,76.1,1.039,0.992,0.794,2.99,14,0.074,0.97,24,76,166,157,0.63,66,0.0,0.119,6.5,0.34,14.1,"peas and corn, cooked, fat added",106.87,14.0,60.8,25.2,3.5,3.09,13.1,0.908,35.0,32.75,41.6,0,0,False,False,3,Processed,Other,Other,2441,1261,35.0,106.87,3.74,16.25,2.99,3.3,3.62,157,66,6.5,14.1,14,0.97,35.0,41.6,14.0,60.8,25.2
Ratatouille,Ratatouille,75316050,2,217,39,5.74,0,7.2,1.9,364,539,0.547,1.1,0,0.051,0.5,3.39,0.156,87.47,3.301,0.567,0.675,4.74,21,0.069,0.45,14,29,219,152,0.22,20,0.0,0.128,17.8,1.02,6.7,ratatouille,70.02,6.3,32.8,60.9,1.57,2.71,29.99,0.643,34.6,49.41,37.4,0,0,False,False,1,Unprocessed,Other,Other,2801,2925,34.6,70.02,1.1,5.74,4.74,1.9,3.39,152,20,17.8,6.7,21,0.45,34.6,37.4,6.3,32.8,60.9
Jai,"Jai, Monk's Food",75340200,0,2,0,8.45,0,27.1,1.4,0,0,0.528,4.15,0,0.042,7.4,1.37,0.045,84.88,0.411,1.01,0.283,1.86,54,0.235,0.86,21,64,179,14,0.57,0,0.0,0.111,5.6,0.1,1.0,"jai, monk's food",67.14,24.7,50.3,24.9,6.18,2.09,80.43,1.281,35.1,52.28,40.8,0,0,False,False,1,Unprocessed,Other,Other,2364,1470,35.1,67.14,4.15,8.45,1.86,1.4,1.37,14,0,5.6,1.0,54,0.86,35.1,40.8,24.7,50.3,24.9
Artichokes,"Artichokes, stuffed",75400500,0,75,0,22.25,3,20.6,3.9,297,0,1.848,5.34,8,0.138,6.7,2.13,0.194,64.78,3.135,0.945,1.322,5.94,84,0.122,1.45,32,95,218,403,0.67,14,0.1,0.076,5.3,0.68,29.5,"artichokes, stuffed",163.82,13.0,54.3,32.6,3.26,2.38,51.28,0.885,36.7,22.4,41.1,0,0,False,False,1,Unprocessed,Other,Other,1431,1389,36.7,163.82,5.34,22.25,5.94,3.9,2.13,403,14,5.3,29.5,84,1.45,36.7,41.1,13.0,54.3,32.6
Green beans,"Green beans, cooked, Szechuan-style",75403200,54,365,11,8.15,0,14.4,2.7,583,0,0.804,2.41,0,0.103,1.3,3.06,0.08,81.05,2.789,2.873,0.97,6.92,45,0.088,1.17,30,52,240,231,0.36,34,0.0,0.174,10.9,1.19,56.9,"green beans, cooked, szechuan-style",104.52,9.2,31.2,59.6,2.31,2.58,43.05,1.119,37.0,35.4,39.7,0,0,False,False,3,Processed,Other,Other,1295,1833,37.0,104.52,2.41,8.15,6.92,2.7,3.06,231,34,10.9,56.9,45,1.17,37.0,39.7,9.2,31.2,59.6
Corn fritter,Corn fritter,75411020,3,12,11,40.77,63,57.8,2.2,411,0,2.743,8.25,44,0.329,19.7,3.57,0.279,26.02,8.996,6.267,5.775,22.51,132,0.09,2.53,21,156,171,502,0.76,45,0.19,0.071,0.7,1.48,11.0,corn fritter,398.67,8.3,40.9,50.8,2.07,0.55,33.11,0.635,33.4,8.38,34.8,0,0,False,False,1,Unprocessed,Other,Other,3793,4646,33.4,398.67,8.25,40.77,22.51,2.2,3.57,502,45,0.7,11.0,132,2.53,33.4,34.8,8.3,40.9,50.8
Mushrooms,"Mushrooms, stuffed",75414020,0,86,0,26.97,14,26.1,2.3,4,0,5.195,10.87,105,0.489,20.4,4.0,0.308,44.17,5.827,3.814,4.084,14.99,145,0.363,2.06,27,197,389,638,1.48,112,0.29,0.146,4.4,1.11,13.9,"mushrooms, stuffed",286.27,15.2,37.7,47.1,3.8,0.8,50.65,0.72,36.1,12.61,36.0,0,0,False,False,1,Unprocessed,Other,Other,1765,3820,36.1,286.27,10.87,26.97,14.99,2.3,4.0,638,112,4.4,13.9,145,2.06,36.1,36.0,15.2,37.7,47.1
Fried mushrooms,Fried mushrooms,75414030,0,0,0,21.26,10,18.7,1.3,17,0,3.188,4.6,4,0.317,13.6,1.27,0.247,59.88,5.159,5.222,1.824,12.79,25,0.197,1.54,11,80,186,317,0.5,4,0.06,0.064,0.8,1.45,14.4,fried mushrooms,218.55,8.4,38.9,52.7,2.1,0.59,11.44,0.705,32.7,14.96,34.3,0,0,False,False,3,Processed,Other,Other,4453,5023,32.7,218.55,4.6,21.26,12.79,1.3,1.27,317,4,0.8,14.4,25,1.54,32.7,34.3,8.4,38.9,52.7
Creamed christophine,"Creamed christophine, Puerto Rican style",75418220,1,20,1,24.99,37,32.4,1.5,35,0,0.586,2.24,39,0.09,2.9,17.45,0.058,67.46,1.622,0.998,1.201,4.12,47,0.107,0.58,14,54,150,279,0.76,41,0.16,0.084,4.4,0.46,6.5,"creamed christophine, puerto rican style",146.0,6.1,68.5,25.4,1.53,1.03,32.19,0.397,30.8,21.1,33.9,0,0,False,False,1,Unprocessed,Other,Other,5738,5324,30.8,146.0,2.24,24.99,4.12,1.5,17.45,279,41,4.4,6.5,47,0.58,30.8,33.9,6.1,68.5,25.4
Pakora,Pakora,75440400,3,29,4,16.24,0,25.0,3.2,13,0,0.451,4.92,0,0.056,0.1,2.97,0.116,72.28,1.723,2.016,0.609,4.77,19,0.167,1.12,22,64,214,380,0.67,3,0.0,0.152,3.5,0.62,7.9,pakora,127.57,15.4,50.9,33.7,3.86,2.51,14.89,0.878,34.3,26.89,39.4,0,0,False,False,1,Unprocessed,Other,Other,3064,1949,34.3,127.57,4.92,16.24,4.77,3.2,2.97,380,3,3.5,7.9,19,1.12,34.3,39.4,15.4,50.9,33.7
Green beans,"Green beans, pickled",75500110,54,299,0,10.64,0,12.7,2.2,504,0,0.578,1.52,0,0.083,0.6,7.57,0.061,84.41,0.008,0.094,0.041,0.2,32,0.058,0.86,21,32,175,949,0.2,28,0.0,0.105,8.6,0.34,35.7,"green beans, pickled",50.44,12.1,84.4,3.6,3.01,4.36,63.44,1.705,31.3,62.05,30.7,0,0,False,False,1,Unprocessed,Other,Other,5473,6509,31.3,50.44,1.52,10.64,0.2,2.2,7.57,949,28,8.6,35.7,32,0.86,31.3,30.7,12.1,84.4,3.6
Beets,"Beets, pickled",75500210,0,29,0,16.28,0,15.0,0.8,0,0,0.251,0.8,0,0.048,1.0,11.05,0.01,81.88,0.016,0.029,0.013,0.08,11,0.116,0.41,15,17,115,149,0.26,2,0.0,0.05,2.3,0.06,0.3,"beets, pickled",69.04,4.6,94.3,1.0,1.16,1.16,15.93,0.594,30.7,44.47,33.4,0,0,False,False,1,Unprocessed,Other,Other,5780,5614,30.7,69.04,0.8,16.28,0.08,0.8,11.05,149,2,2.3,0.3,11,0.41,30.7,33.4,4.6,94.3,1.0
Pickles,"Pickles, sweet",75503040,81,325,186,21.15,0,3.1,1.0,170,0,0.115,0.58,0,0.03,0.0,18.27,0.025,76.2,0.004,0.106,0.067,0.41,61,0.028,0.25,7,18,100,457,0.12,38,0.0,0.024,0.7,0.36,47.1,"pickles, sweet",90.61,2.6,93.4,4.1,0.64,1.1,67.32,0.276,29.9,33.0,30.4,0,0,False,False,1,Unprocessed,Other,Other,6222,6563,29.9,90.61,0.58,21.15,0.41,1.0,18.27,457,38,0.7,47.1,61,0.25,29.9,30.4,2.6,93.4,4.1
Ginger root,"Ginger root, pickled",75503085,0,0,0,4.83,0,10.5,2.6,0,0,0.022,0.33,0,0.015,0.4,0.0,0.02,92.3,0.02,0.034,0.037,0.1,74,0.018,0.28,4,2,36,906,0.04,0,0.0,0.037,0.0,0.18,2.2,"ginger root, pickled",21.54,6.1,89.7,4.2,1.53,12.07,343.55,1.3,29.3,,30.1,0,0,False,False,1,Unprocessed,Other,Other,6403,6603,29.3,21.54,0.33,4.83,0.1,2.6,0.0,906,0,0.0,2.2,74,0.28,29.3,30.1,6.1,89.7,4.2
Horseradish,Horseradish,75503090,0,1,0,11.29,0,6.5,3.3,10,0,0.386,1.18,0,0.024,2.8,7.99,0.008,85.08,0.13,0.339,0.09,0.69,56,0.058,0.42,27,31,246,420,0.83,0,0.0,0.073,24.9,0.01,1.3,horseradish,56.09,8.4,80.5,11.1,2.1,5.88,99.84,0.749,35.6,63.47,38.6,0,0,False,False,1,Unprocessed,Other,Other,2021,2300,35.6,56.09,1.18,11.29,0.69,3.3,7.99,420,0,24.9,1.3,56,0.42,35.6,38.6,8.4,80.5,11.1
Mushrooms,"Mushrooms, pickled",75505000,0,0,0,7.56,0,14.3,0.8,0,0,2.842,2.56,0,0.318,7.8,6.51,0.06,86.17,0.0,0.133,0.041,0.3,4,0.265,0.42,8,72,264,948,0.43,0,0.03,0.078,1.5,0.01,0.0,"mushrooms, pickled",43.18,23.7,70.0,6.3,5.93,1.85,9.26,0.973,28.8,,28.8,0,0,False,False,1,Unprocessed,Other,Other,6557,6739,28.8,43.18,2.56,7.56,0.3,0.8,6.51,948,0,1.5,0.0,4,0.42,28.8,28.8,23.7,70.0,6.3
Olives,"Olives, green",75510010,0,231,9,3.84,0,14.2,3.3,510,0,0.237,1.03,0,0.007,0.9,0.54,0.021,75.28,11.314,1.307,2.029,15.32,52,0.12,0.49,11,4,42,1556,0.04,20,0.0,0.031,0.0,3.81,1.4,"olives, green",157.36,2.6,9.8,87.6,0.65,2.1,33.05,0.311,26.4,16.78,24.1,0,0,False,False,1,Unprocessed,Other,Other,6843,6953,26.4,157.36,1.03,3.84,15.32,3.3,0.54,1556,20,0.0,1.4,52,0.49,26.4,24.1,2.6,9.8,87.6
Olives,"Olives, black",75510020,0,198,0,6.04,0,10.3,1.6,510,0,0.037,0.84,0,0.0,0.9,0.0,0.003,79.99,7.652,0.629,2.279,10.9,88,0.251,6.28,4,3,8,735,0.22,17,0.0,0.009,0.9,1.65,1.4,"olives, black",125.62,2.7,19.2,78.1,0.67,1.27,70.05,4.999,31.2,24.84,29.7,0,0,False,False,1,Unprocessed,Other,Other,5533,6648,31.2,125.62,0.84,6.04,10.9,1.6,0.0,735,17,0.9,1.4,88,6.28,31.2,29.7,2.7,19.2,78.1
Olives,"Olives, stuffed",75510030,33,405,8,4.02,0,13.1,3.1,490,0,0.29,1.04,0,0.014,0.8,0.84,0.02,77.78,9.733,1.147,1.751,13.22,46,0.11,0.66,10,6,58,1340,0.06,36,0.0,0.057,11.9,3.37,2.4,"olives, stuffed",139.22,3.0,11.6,85.5,0.75,2.23,33.04,0.474,28.5,20.47,26.4,0,0,False,False,1,Unprocessed,Other,Other,6604,6892,28.5,139.22,1.04,4.02,13.22,3.1,0.84,1340,36,11.9,2.4,46,0.66,28.5,26.4,3.0,11.6,85.5
Olive tapenade,Olive tapenade,75510050,0,168,3,4.17,0,9.5,1.8,408,0,0.09,0.73,0,0.002,0.7,0.16,0.008,62.58,21.812,2.811,4.51,30.05,60,0.162,3.4,5,3,17,835,0.12,14,0.0,0.014,0.4,4.84,13.2,olive tapenade,290.05,1.0,5.8,93.2,0.25,0.62,20.69,1.172,28.9,9.96,28.1,0,0,False,False,1,Unprocessed,Other,Other,6521,6800,28.9,290.05,0.73,4.17,30.05,1.8,0.16,835,14,0.4,13.2,60,3.4,28.9,28.1,1.0,5.8,93.2
Peppers,"Peppers, pickled",75511020,16,554,139,9.11,0,4.6,1.5,189,0,0.516,0.75,0,0.039,0.1,7.38,0.042,86.88,0.007,0.079,0.048,0.19,9,0.042,0.31,9,19,156,947,0.14,53,0.0,0.184,68.3,0.66,5.4,"peppers, pickled",41.15,7.3,88.6,4.2,1.82,3.65,21.87,0.753,34.6,,29.8,0,0,False,False,1,Unprocessed,Other,Other,2801,6639,34.6,41.15,0.75,9.11,0.19,1.5,7.38,947,53,68.3,5.4,9,0.31,34.6,29.8,7.3,88.6,4.2
Pickles,"Pickles, fried",75511300,0,17,1,20.47,10,11.8,1.2,92,0,1.61,3.32,4,0.158,9.2,0.82,0.231,61.44,2.88,7.169,2.066,12.79,44,0.056,1.37,10,46,78,620,0.29,6,0.04,0.032,0.8,1.07,28.7,"pickles, fried",210.27,6.3,38.9,54.7,1.58,0.57,20.93,0.652,30.8,14.65,30.4,0,0,False,False,3,Processed,Other,Other,5738,6563,30.8,210.27,3.32,20.47,12.79,1.2,0.82,620,6,0.8,28.7,44,1.37,30.8,30.4,6.3,38.9,54.7
Radishes,"Radishes, pickled, Hawaiian style",75512010,0,3,0,7.68,0,5.4,1.3,8,0,0.2,0.56,0,0.032,0.6,6.41,0.009,88.51,0.014,0.04,0.027,0.1,22,0.043,0.29,8,17,194,977,0.23,0,0.0,0.053,10.4,0.0,1.1,"radishes, pickled, hawaiian style",33.86,6.6,90.7,2.7,1.65,3.84,64.97,0.856,29.2,,26.9,0,0,False,False,1,Unprocessed,Other,Other,6445,6865,29.2,33.86,0.56,7.68,0.1,1.3,6.41,977,0,10.4,1.1,22,0.29,29.2,26.9,6.6,90.7,2.7
Vegetables,"Vegetables, pickled",75515100,649,1950,114,9.85,0,14.8,1.8,99,0,0.571,0.99,0,0.053,0.3,7.48,0.037,85.65,0.017,0.077,0.058,0.23,21,0.029,0.3,11,28,225,978,0.19,194,0.0,0.138,37.8,0.57,11.8,"vegetables, pickled",45.43,8.7,86.7,4.6,2.18,3.96,46.22,0.66,32.6,,29.6,0,0,False,False,1,Unprocessed,Other,Other,4535,6660,32.6,45.43,0.99,9.85,0.23,1.8,7.48,978,194,37.8,11.8,21,0.3,32.6,29.6,8.7,86.7,4.6
Wasabi paste,Wasabi paste,75534550,0,2,0,46.13,0,2.3,6.1,5,0,0.16,2.23,0,0.07,2.2,13.2,0.05,31.7,4.41,3.627,2.031,10.9,41,0.055,0.5,21,26,182,3390,0.61,0,0.0,0.05,0.0,3.91,3.5,wasabi paste,291.54,3.1,63.3,33.6,0.76,2.09,14.06,0.172,20.2,6.93,20.8,0,0,False,False,1,Unprocessed,Other,Other,7042,7022,20.2,291.54,2.23,46.13,10.9,6.1,13.2,3390,0,0.0,3.5,41,0.5,20.2,20.8,3.1,63.3,33.6
Borscht,Borscht,75601100,214,474,0,4.67,5,7.1,1.0,42,0,0.4,1.19,10,0.041,0.8,2.88,0.021,91.47,0.436,0.096,0.924,1.81,23,0.039,0.33,9,25,122,142,0.15,59,0.04,0.061,5.2,0.12,9.5,borscht,39.73,12.0,47.0,41.0,3.0,2.52,57.89,0.831,32.0,,35.6,0,0,False,False,1,Unprocessed,Other,Other,4985,4107,32.0,39.73,1.19,4.67,1.81,1.0,2.88,142,59,5.2,9.5,23,0.33,32.0,35.6,12.0,47.0,41.0
Gazpacho,Gazpacho,75604600,90,471,3,4.13,0,6.4,1.1,195,2768,0.515,0.83,0,0.023,0.2,2.49,0.037,91.33,0.952,0.975,0.332,2.38,14,0.074,0.38,11,23,208,256,0.18,43,0.0,0.094,19.5,0.66,36.1,gazpacho,41.26,8.0,40.0,51.9,2.01,2.67,33.93,0.921,34.5,,35.1,0,0,False,False,1,Unprocessed,Other,Other,2885,4450,34.5,41.26,0.83,4.13,2.38,1.1,2.49,256,43,19.5,36.1,14,0.38,34.5,35.1,8.0,40.0,51.9
Fried stuffed potatoes,"Fried stuffed potatoes, Puerto Rican style",77121010,2,19,1,16.16,29,30.5,1.9,49,46,1.377,4.79,9,0.076,4.6,0.91,0.065,65.95,5.37,3.345,2.375,11.78,17,0.105,1.1,22,79,368,110,0.83,11,0.23,0.26,11.7,1.16,11.9,"fried stuffed potatoes, puerto rican style",189.82,10.1,34.1,55.9,2.52,1.0,8.96,0.579,36.3,19.12,39.0,0,0,False,False,3,Processed,Other,Other,1666,2122,36.3,189.82,4.79,16.16,11.78,1.9,0.91,110,11,11.7,11.9,17,1.1,36.3,39.0,10.1,34.1,55.9
Stuffed tannier fritters,"Stuffed tannier fritters, Puerto Rican style",77250110,90,151,7,19.67,38,41.1,2.4,27,1531,2.73,11.62,1,0.138,13.2,5.46,0.168,35.18,12.555,8.673,6.221,29.17,32,0.141,1.25,36,149,557,1241,1.79,17,0.51,0.331,7.6,3.47,32.6,"stuffed tannier fritters, puerto rican style",387.69,12.0,20.3,67.7,3.0,0.62,8.25,0.322,33.4,8.62,29.4,0,0,False,False,1,Unprocessed,Other,Other,3793,6688,33.4,387.69,11.62,19.67,29.17,2.4,5.46,1241,17,7.6,32.6,32,1.25,33.4,29.4,12.0,20.3,67.7
Puerto Rican pasteles,Puerto Rican pasteles,77272010,80,137,4,17.44,17,27.8,2.3,49,180,1.521,7.09,3,0.099,7.6,5.6,0.138,60.15,5.521,4.316,2.59,13.2,34,0.111,0.82,28,101,379,479,0.82,18,0.16,0.24,10.0,1.75,21.3,puerto rican pasteles,216.92,13.1,32.2,54.8,3.27,1.06,15.67,0.378,35.2,16.23,36.7,0,0,False,False,1,Unprocessed,Other,Other,2294,3378,35.2,216.92,7.09,17.44,13.2,2.3,5.6,479,18,10.0,21.3,34,0.82,35.2,36.7,13.1,32.2,54.8
Animal fat or drippings,Animal fat or drippings,81201000,0,0,0,0.0,93,53.2,0.0,0,0,0.32,2.23,0,0.01,1.8,0.0,0.006,3.91,41.249,10.052,35.58,92.18,5,0.008,0.23,1,13,21,604,0.34,0,0.19,0.029,0.0,0.64,0.6,animal fat or drippings,838.54,1.1,0.0,98.9,0.27,0.0,0.6,0.027,15.3,1.82,21.0,0,0,False,False,1,Unprocessed,Other,Other,7068,7019,15.3,838.54,2.23,0.0,92.18,0.0,0.0,604,0,0.0,0.6,5,0.23,15.3,21.0,1.1,0.0,98.9
Sugar,"Sugar, white, granulated or lump",91101010,0,0,0,99.6,0,0.0,0.0,0,0,0.0,0.0,0,0.019,0.6,99.8,0.0,0.02,0.0,0.0,0.0,0.32,1,0.007,0.05,0,0,2,1,0.01,0,0.0,0.0,0.0,0.0,0.0,"sugar, white, granulated or lump",401.28,0.0,99.3,0.7,0.0,0.0,0.25,0.012,18.4,4.59,27.4,0,0,False,False,2,Minimally processed,Other,Other,7056,6835,18.4,401.28,0.0,99.6,0.32,0.0,99.8,1,0,0.0,0.0,1,0.05,18.4,27.4,0.0,99.3,0.7
Sugar,"Sugar, white, confectioner's, powdered",91101020,0,0,0,99.77,0,0.0,0.0,0,0,0.0,0.0,0,0.019,0.6,97.81,0.0,0.23,0.0,0.0,0.0,0.0,1,0.007,0.06,0,0,2,2,0.01,0,0.0,0.0,0.0,0.0,0.0,"sugar, white, confectioner's, powdered",399.08,0.0,100.0,0.0,0.0,0.0,0.25,0.015,18.7,4.69,27.5,0,0,False,False,2,Minimally processed,Other,Other,7052,6833,18.7,399.08,0.0,99.77,0.0,0.0,97.81,2,0,0.0,0.0,1,0.06,18.7,27.5,0.0,100.0,0.0
